"Location","Year","Trial","Experiment.Name","Design","Index","AIC","logLik","Moran I statistic","Expectation","Variance","p Value","CV"
"Lind","2020","F5 SP","2020 Lind Soft F5 SP","Augmented ","NDRE2","60.2611157193651","-27.1305578596826","0.173003352122646","-0.00327868852459016","0.00173603836459719","1.16401002065928e-05","15.2477166258383"
"Lind","2020","DH SP","2020 Lind SWW DH SP","Augmented ","Control","338.901687178646","-167.450843589323","0.169240089665443","-0.00242130750605327","0.00129847262171141","9.49763316042376e-07","22.1580786420738"
"Lind","2020","DH SP","2020 Lind SWW DH SP","Augmented ","Can_Cover","19.9834656786526","-6.99173283932629","0.287631146476955","-0.00242130750605327","0.00129045492177569","3.39311596039203e-16","16.1641241752642"
"Lind","2020","DH SP","2020 Lind SWW DH SP","Augmented ","NDVI","100.989195455193","-47.4945977275966","0.17551518989486","-0.00242130750605327","0.00129327673560398","3.75127463927698e-07","18.4151348116942"
"Lind","2020","DH SP","2020 Lind SWW DH SP","Augmented ","NDRE2","0.451926269163607","2.7740368654182","0.0191206166860181","-0.00242130750605327","0.00128185850748268","0.273694102710913","13.7914433438469"
"Pullman","2020","DH SP","2020 PUL SWW DH SP","Augmented ","Control","103.73038527592","-49.8651926379598","0.105219896680841","-0.00746268656716418","0.00399136056325014","0.037244726814354","15.3644264672585"
"Pullman","2020","DH SP","2020 PUL SWW DH SP","Augmented ","Can_Cover","104.926968362239","-49.4634841811194","0.102190923461224","-0.00746268656716418","0.0039877479942337","0.0412432796294825","15.1130740289907"
"Pullman","2020","DH SP","2020 PUL SWW DH SP","Augmented ","NDVI","85.607691908169","-39.8038459540845","0.0832122926797021","-0.00746268656716418","0.00402535265337001","0.0764769294292156","15.0107296881156"
"Pullman","2020","DH SP","2020 PUL SWW DH SP","Augmented ","NDRE2","63.5028402130103","-28.7514201065052","0.036410573575855","-0.00746268656716418","0.0040042223349619","0.244050827956821","13.1064496817607"
"Pullman","2020","F5 SP","2020 Pullman Hard F5 SP","Augmented ","Control","85.4781523649619","-40.739076182481","0.0594341514016702","-0.0102040816326531","0.00554299820653708","0.174803299037444","8.08848433906175"
"Pullman","2020","F5 SP","2020 Pullman Hard F5 SP","Augmented ","Can_Cover","86.0277648583446","-40.0138824291723","0.0661379362768053","-0.0102040816326531","0.00554599608033452","0.152653758443758","8.33768356385682"
"Pullman","2020","F5 SP","2020 Pullman Hard F5 SP","Augmented ","NDVI","85.5899258653041","-39.7949629326521","0.0784930908878415","-0.0102040816326531","0.00553465912357513","0.116583227908841","8.10468728171694"
"Pullman","2020","F5 SP","2020 Pullman Hard F5 SP","Augmented ","NDRE2","74.3510037638573","-34.1755018819286","0.0607448483552366","-0.0102040816326531","0.0055401476352699","0.170243735372363","7.44290912936728"
"Pullman","2020","F5 SP","2020 Pullman Soft F5 SP","Augmented ","Control","150.631945231277","-73.3159726156386","0.0317288874782048","-0.00446428571428571","0.00229298308719278","0.224874462947241","11.9445316171251"
"Pullman","2020","F5 SP","2020 Pullman Soft F5 SP","Augmented ","Can_Cover","98.4789443917358","-46.2394721958679","0.110007715106859","-0.00446428571428571","0.00240465779856278","0.00978776479872488","11.174740491766"
"Pullman","2020","F5 SP","2020 Pullman Soft F5 SP","Augmented ","NDVI","86.7127380522799","-40.3563690261399","0.0157112583175288","-0.00446428571428571","0.00235655238261052","0.338847453010479","11.2314730801267"
"Pullman","2020","F5 SP","2020 Pullman Soft F5 SP","Augmented ","NDRE2","113.695276080449","-53.8476380402243","0.0927163808224265","-0.00446428571428571","0.0022945609032216","0.0212415122194254","11.1344290626328"
"Lind","2021","F5 SP","2021 Lind Hard F5 SP","Augmented ","Control","130.951324244459","-63.4756621222297","0.149777984149032","-0.0062111801242236","0.00335009027983794","0.00351894612702649","11.367294578927"
"Lind","2021","F5 SP","2021 Lind Hard F5 SP","Augmented ","Can_Cover","76.1711094876891","-35.0855547438446","0.0941494455798104","-0.0062111801242236","0.0033478239064192","0.0414119583044172","10.3840870193026"
"Lind","2021","F5 SP","2021 Lind Hard F5 SP","Augmented ","NDVI","65.4528362278633","-29.7264181139316","0.11266500278444","-0.0062111801242236","0.00335898190858614","0.0201276425825317","10.7069729938031"
"Lind","2021","F5 SP","2021 Lind Hard F5 SP","Augmented ","NDRE2","89.782210848348","-41.891105424174","0.165371601340424","-0.0062111801242236","0.00335899496209881","0.00153556596119755","11.0472079624479"
"Lind","2021","DH SP","2021 Lind HRW DH SP#2","Augmented ","Control","63.5580660322703","-29.7790330161351","0.154836341864262","-0.0125","0.0068100356907566","0.0212926067845955","15.9840182468719"
"Lind","2021","DH SP","2021 Lind HRW DH SP#2","Augmented ","Can_Cover","50.6093554153517","-22.3046777076758","0.125786174514057","-0.0125","0.0068528527510089","0.0474115389938767","16.2764991153604"
"Lind","2021","DH SP","2021 Lind HRW DH SP#2","Augmented ","NDVI","30.6051320039161","-12.3025660019581","0.0467460701087064","-0.0125","0.00684620618813773","0.236984711252023","18.263119558575"
"Lind","2021","DH SP","2021 Lind HRW DH SP#2","Augmented ","NDRE2","45.4153306775644","-19.7076653387822","0.11402899581114","-0.0125","0.00686953514706765","0.0634297600971773","17.5939751761897"
"Lind","2021","DH SP","2021 Lind SWW DH SP","Augmented ","Control","112.769155369321","-54.3845776846604","0.0912280356666443","-0.00740740740740741","0.00366042800582057","0.0515192375675084","18.6392434637441"
"Lind","2021","DH SP","2021 Lind SWW DH SP","Augmented ","Can_Cover","110.414069097391","-52.2070345486954","0.326559632922433","-0.00740740740740741","0.00377118628398203","2.68929264046504e-08","19.5456138485969"
"Lind","2021","DH SP","2021 Lind SWW DH SP","Augmented ","NDVI","92.8480635643264","-43.4240317821632","0.270802445333307","-0.00740740740740741","0.00376484639948038","2.89136805521477e-06","17.3916201830431"
"Lind","2021","DH SP","2021 Lind SWW DH SP","Augmented ","NDRE2","67.3112567813151","-30.6556283906575","0.155461494345101","-0.00740740740740741","0.00369544942125247","0.00368995564726174","14.2678349409842"
"Lind","2021","DH SP","2021 Lind SWW DH SP#2","Augmented ","Control","68.9483841050962","-32.4741920525481","0.224257506841382","-0.0099009900990099","0.00546225264583544","0.000766709664552372","14.4729238957231"
"Lind","2021","DH SP","2021 Lind SWW DH SP#2","Augmented ","Can_Cover","54.2726057838338","-24.1363028919169","0.313604195166379","-0.0099009900990099","0.00544195341661831","5.79008566646401e-06","13.1716412379286"
"Lind","2021","DH SP","2021 Lind SWW DH SP#2","Augmented ","NDVI","41.2050584501068","-17.6025292250534","0.252167970452942","-0.0099009900990099","0.00545043866546673","0.000192786064027535","12.4571536052579"
"Lind","2021","DH SP","2021 Lind SWW DH SP#2","Augmented ","NDRE2","28.7855909122433","-11.3927954561216","0.169929281375966","-0.0099009900990099","0.00540653719937623","0.00722855989636729","10.985991479325"
"Lind","2021","F5 SP","2021 Lind SWW F5 SP","Augmented ","Control","336.556511464638","-166.278255732319","0.298741427678212","-0.00242130750605327","0.00130102395592748","3.42867795899039e-17","15.4050939552798"
"Lind","2021","F5 SP","2021 Lind SWW F5 SP","Augmented ","Can_Cover","145.374024666142","-69.6870123330712","0.331143140777019","-0.00242130750605327","0.00130138490526205","1.15993521945749e-20","13.662301742151"
"Lind","2021","F5 SP","2021 Lind SWW F5 SP","Augmented ","NDVI","90.7461458627033","-42.3730729313517","0.297023596545798","-0.00242130750605327","0.00130172350483255","5.22279675307155e-17","12.1183369605866"
"Lind","2021","F5 SP","2021 Lind SWW F5 SP","Augmented ","NDRE2","138.621762894179","-66.3108814470897","0.140722707476663","-0.00242130750605327","0.00130049900301668","3.60361543130578e-05","14.439471147365"
"Ritzville","2021","F5 SP","2021 Lind@RIT SWW F5 SP","Augmented ","Control","180.708200404821","-88.3541002024106","0.432683064151137","-0.00242130750605327","0.00127366558991958","1.71995760282927e-34","16.7790817476329"
"Ritzville","2021","F5 SP","2021 Lind@RIT SWW F5 SP","Augmented ","Can_Cover","159.937485473713","-76.9687427368566","0.430401084987622","-0.00242130750605327","0.00127482893567029","4.02516674730922e-34","17.7647504446531"
"Ritzville","2021","F5 SP","2021 Lind@RIT SWW F5 SP","Augmented ","NDVI","145.22071048354","-69.6103552417698","0.42142966063606","-0.00242130750605327","0.00127512775589138","8.51330639048524e-33","19.1470587298986"
"Ritzville","2021","F5 SP","2021 Lind@RIT SWW F5 SP","Augmented ","NDRE2","134.814259054992","-64.4071295274961","0.406374238670435","-0.00242130750605327","0.00127454320297925","1.16739341662675e-30","16.6899296657305"
"Pullman","2021","DH SP","2021 Pullman Hard DH SP","Augmented ","Control","133.204216633221","-64.6021083166103","0.0347926272567478","-0.00740740740740741","0.00372676051464601","0.24469826283924","18.8505869513047"
"Pullman","2021","DH SP","2021 Pullman Hard DH SP","Augmented ","Can_Cover","112.611707971936","-53.3058539859678","-0.0116864335030654","-0.00740740740740741","0.00356589098618483","0.528562711236913","17.1886813169363"
"Pullman","2021","DH SP","2021 Pullman Hard DH SP","Augmented ","NDVI","99.9134785179353","-46.9567392589677","-0.025648936255389","-0.00740740740740741","0.00352412870381857","0.620685156615393","16.5866714352104"
"Pullman","2021","DH SP","2021 Pullman Hard DH SP","Augmented ","NDRE2","107.058254185412","-50.5291270927062","-0.0433777380119825","-0.00740740740740741","0.00345402527706971","0.729745223953934","16.903848475414"
"Pullman","2021","F5 SP","2021 Pullman Hard F5 SP","Augmented ","Control","162.44666534436","-79.2233326721799","0.366302042007824","-0.00398406374501992","0.00211892209107656","4.34246119306308e-16","13.1107076660954"
"Pullman","2021","F5 SP","2021 Pullman Hard F5 SP","Augmented ","Can_Cover","138.461547998695","-66.2307739993473","0.292253035816545","-0.00398406374501992","0.0021206205853433","6.25889312018298e-11","12.143809135042"
"Pullman","2021","F5 SP","2021 Pullman Hard F5 SP","Augmented ","NDVI","105.46434654353","-49.732173271765","0.23382161610435","-0.00398406374501992","0.00211813770371887","1.18890189950284e-07","10.958342326842"
"Pullman","2021","F5 SP","2021 Pullman Hard F5 SP","Augmented ","NDRE2","84.9374522552504","-39.4687261276252","0.183380472311103","-0.00398406374501992","0.00211925829410331","2.35055882768713e-05","10.3470291427471"
"Pullman","2021","DH SP","2021 Pullman SWW DH SP","Augmented ","Control","197.469494098355","-96.7347470491774","0.109200946007525","-0.00429184549356223","0.00228529851189399","0.00879617896569223","13.1058593127386"
"Pullman","2021","DH SP","2021 Pullman SWW DH SP","Augmented ","Can_Cover","182.022293556694","-88.0111467783471","0.135395399655242","-0.00429184549356223","0.00228450563828538","0.00173593868433815","13.030873859836"
"Pullman","2021","DH SP","2021 Pullman SWW DH SP","Augmented ","NDVI","131.777707614173","-62.8888538070864","0.156910523872027","-0.00429184549356223","0.00227815415508167","0.000365900004869309","11.7121727867548"
"Pullman","2021","DH SP","2021 Pullman SWW DH SP","Augmented ","NDRE2","132.995039427561","-63.4975197137803","0.0769858900671597","-0.00429184549356223","0.00227887171566902","0.0443218321020647","11.2165182168308"
"Pullman","2021","F5 SP","2021 Pullman SWW F5 SP","Augmented ","Control","248.434411287432","-122.217205643716","0.452076580771911","-0.00214132762312634","0.00112478760469142","4.33173583199791e-42","12.7427034511392"
"Pullman","2021","F5 SP","2021 Pullman SWW F5 SP","Augmented ","Can_Cover","176.824934845566","-85.4124674227831","0.358308089196142","-0.00214132762312634","0.00112556016284952","3.16729138578535e-27","10.8334182260702"
"Pullman","2021","F5 SP","2021 Pullman SWW F5 SP","Augmented ","NDVI","148.99940620679","-71.4997031033951","0.295676834364326","-0.00214132762312634","0.00112535681153699","3.4093472326901e-19","10.1803704630667"
"Pullman","2021","F5 SP","2021 Pullman SWW F5 SP","Augmented ","NDRE2","129.17792454305","-61.588962271525","0.381204000707695","-0.00214132762312634","0.00112550923583624","1.54030028868453e-30","10.4870157866744"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#1","Augmented ","Control","161.848661115187","-78.9243305575933","0.0825766806846623","-0.0050761421319797","0.00269251604987818","0.0455884369728322","8.68754650275798"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#1","Augmented ","Can_Cover","158.980911804603","-76.4904559023016","0.125120703315044","-0.0050761421319797","0.00269132303144053","0.0060421098543388","8.92515329988733"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#1","Augmented ","NDVI","156.497139916794","-75.2485699583971","0.127432395549942","-0.0050761421319797","0.00269493467156729","0.00534728552837547","8.7142842126072"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#1","Augmented ","NDRE2","139.438802800327","-66.7194014001634","0.112673207950806","-0.0050761421319797","0.00269726291453641","0.0116878825828886","8.91262647705158"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#2","Augmented ","Control","135.923750506585","-65.9618752532925","0.0891182313914072","-0.00558659217877095","0.0029171928690437","0.0397637335029846","7.54576931238725"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#2","Augmented ","Can_Cover","134.975304678443","-64.4876523392213","0.0864234798057289","-0.00558659217877095","0.00292407504967478","0.0444212025763219","7.58681641856477"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#2","Augmented ","NDVI","127.737697941482","-60.8688489707409","0.109250475027972","-0.00558659217877095","0.00289314413511907","0.0163806701006052","7.40961520926687"
"Pullman","2022","F5 SP","2022 HiRain SWW F5 SP#2","Augmented ","NDRE2","125.928072194889","-59.9640360974447","0.0831276509836934","-0.00558659217877095","0.00290748282501915","0.0499580112031848","7.25746635173318"
"Walla_Walla","2021","AHR2","2021 AHR2 WAW","Alpha-Lattice","Control","80.3717030953304","-4.18585154766521","0.45972698745467","-0.00934579439252336","0.00517787140235327","3.54468647955905e-11","4.07662650979208"
"Walla_Walla","2021","AHR2","2021 AHR2 WAW","Alpha-Lattice","Can_Cover","77.0971653816868","-1.54858269084339","0.45972698745467","-0.00934579439252336","0.00517787140235327","3.54468647955905e-11","5.77556069728129"
"Walla_Walla","2021","AHR2","2021 AHR2 WAW","Alpha-Lattice","NDVI","72.0244627519922","0.987768624003891","0.45972698745467","-0.00934579439252336","0.00517787140235327","3.54468647955905e-11","10.0336386145417"
"Walla_Walla","2021","AHR2","2021 AHR2 WAW","Alpha-Lattice","NDRE2","63.2985903563871","5.35070482180647","0.45972698745467","-0.00934579439252336","0.00517787140235327","3.54468647955905e-11","8.09626970066064"
"Lind","2020","AHR1","2020 AHR1 LND","Alpha-Lattice","Control","67.3442847410649","2.32785762946756","-0.0323980455757033","-0.00934579439252336","0.00515032934290779","0.62597627414269","14.2178890621442"
"Lind","2020","AHR1","2020 AHR1 LND","Alpha-Lattice","Can_Cover","5.83405022629535","34.0829748868523","-0.0323980455757033","-0.00934579439252336","0.00515032934290779","0.62597627414269","12.9233073891282"
"Lind","2020","AHR1","2020 AHR1 LND","Alpha-Lattice","NDVI","31.5286650051594","21.2356674974203","-0.0323980455757033","-0.00934579439252336","0.00515032934290779","0.62597627414269","8.00806061056216"
"Lind","2020","AHR1","2020 AHR1 LND","Alpha-Lattice","NDRE2","27.9777300872757","23.0111349563621","-0.0323980455757033","-0.00934579439252336","0.00515032934290779","0.62597627414269","7.91052277101727"
"Ritzville","2020","AHR1","2020 AHR1 RIT","Alpha-Lattice","Control","53.3157160271894","9.34214198640532","0.00461816132198627","-0.00934579439252336","0.00514578583315405","0.422828530585983","11.2420922746775"
"Ritzville","2020","AHR1","2020 AHR1 RIT","Alpha-Lattice","Can_Cover","56.2637698629803","8.86811506850984","0.00461816132198627","-0.00934579439252336","0.00514578583315405","0.422828530585983","11.3149717844593"
"Ritzville","2020","AHR1","2020 AHR1 RIT","Alpha-Lattice","NDVI","56.2479215148388","8.8760392425806","0.00461816132198627","-0.00934579439252336","0.00514578583315405","0.422828530585983","10.9601693243248"
"Ritzville","2020","AHR1","2020 AHR1 RIT","Alpha-Lattice","NDRE2","55.8996529014228","9.05017354928859","0.00461816132198627","-0.00934579439252336","0.00514578583315405","0.422828530585983","11.5196097965055"
"Pullman","2020","AHR2","2020 AHR2 PUL","Alpha-Lattice","Control","48.8568676766409","11.5715661616796","0.166918075451474","-0.00934579439252336","0.00509432174437765","0.00676390917446374","5.97819024969791"
"Pullman","2020","AHR2","2020 AHR2 PUL","Alpha-Lattice","Can_Cover","51.2843071289685","11.3578464355157","0.166918075451474","-0.00934579439252336","0.00509432174437765","0.00676390917446374","5.89142348832679"
"Pullman","2020","AHR2","2020 AHR2 PUL","Alpha-Lattice","NDVI","47.3777574502082","13.3111212748959","0.166918075451474","-0.00934579439252336","0.00509432174437765","0.00676390917446374","6.07184852329648"
"Pullman","2020","AHR2","2020 AHR2 PUL","Alpha-Lattice","NDRE2","42.7213981453146","15.6393009273427","0.166918075451474","-0.00934579439252336","0.00509432174437765","0.00676390917446374","5.70910796940703"
"Walla_Walla","2020","AHR2","2020 AHR2 WAW","Alpha-Lattice","Control","72.4697185585764","-0.234859279288209","0.0271145659881373","-0.00934579439252336","0.00517117443991677","0.306069871817257","9.28870157621016"
"Walla_Walla","2020","AHR2","2020 AHR2 WAW","Alpha-Lattice","Can_Cover","74.6208194982377","-0.310409749118861","0.0271145659881373","-0.00934579439252336","0.00517117443991677","0.306069871817257","9.25052989983914"
"Walla_Walla","2020","AHR2","2020 AHR2 WAW","Alpha-Lattice","NDVI","44.3086463016891","14.8456768491555","0.0271145659881373","-0.00934579439252336","0.00517117443991677","0.306069871817257","10.6222222846883"
"Walla_Walla","2020","AHR2","2020 AHR2 WAW","Alpha-Lattice","NDRE2","5.27673260060976","34.3616336996951","0.0271145659881373","-0.00934579439252336","0.00517117443991677","0.306069871817257","5.81867387989676"
"Harrington","2020","AWY1","2020 AWY1 HRN","Alpha-Lattice","Control","151.666047129041","-27.8330235645203","-0.123080341882159","-0.00699300699300699","0.00379416085266883","0.970260350921035","17.1312637808468"
"Harrington","2020","AWY1","2020 AWY1 HRN","Alpha-Lattice","Can_Cover","-2.28343879519156","50.1417193975958","-0.123080341882159","-0.00699300699300699","0.00379416085266883","0.970260350921035","6.81648320466671"
"Harrington","2020","AWY1","2020 AWY1 HRN","Alpha-Lattice","NDVI","58.7928200800436","19.6035899599782","-0.123080341882159","-0.00699300699300699","0.00379416085266883","0.970260350921035","9.54153450476239"
"Harrington","2020","AWY1","2020 AWY1 HRN","Alpha-Lattice","NDRE2","48.2425251465566","24.8787374267217","-0.123080341882159","-0.00699300699300699","0.00379416085266883","0.970260350921035","10.5414679842113"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","Control","127.487460183926","-15.7437300919628","-0.0736996313055936","-0.00699300699300699","0.00378800674241005","0.860781250886983","11.671418421671"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","Can_Cover","56.2220106620273","20.8889946689863","-0.0736996313055936","-0.00699300699300699","0.00378800674241005","0.860781250886983","9.64263424890338"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","NDVI","71.5540242455627","13.2229878772186","-0.0736996313055936","-0.00699300699300699","0.00378800674241005","0.860781250886983","8.04921161115774"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","NDRE2","50.5198814263584","23.7400592868208","-0.0736996313055936","-0.00699300699300699","0.00378800674241005","0.860781250886983","8.06277554236618"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","Control","124.689798188228","-14.344899094114","-0.127468955343569","-0.00699300699300699","0.00380261108426452","0.974632051999597","8.40940798516174"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","Can_Cover","120.094186808883","-11.0470934044415","-0.127468955343569","-0.00699300699300699","0.00380261108426452","0.974632051999597","7.98824227847605"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","NDVI","122.598157634206","-12.2990788171031","-0.127468955343569","-0.00699300699300699","0.00380261108426452","0.974632051999597","8.11418444190639"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","NDRE2","124.368214994858","-13.1841074974291","-0.127468955343569","-0.00699300699300699","0.00380261108426452","0.974632051999597","8.18884232243212"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","Control","137.045986977595","-20.5229934887974","-0.274815759532943","-0.00699300699300699","0.0037892672452827","0.999993218140023","8.02130250113616"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","Can_Cover","137.061876549946","-19.5309382749731","-0.274815759532943","-0.00699300699300699","0.0037892672452827","0.999993218140023","8.03543996993307"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","NDVI","137.688782259389","-19.8443911296947","-0.274815759532943","-0.00699300699300699","0.0037892672452827","0.999993218140023","8.09123533315933"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","NDRE2","137.156420921619","-19.5782104608097","-0.274815759532943","-0.00699300699300699","0.0037892672452827","0.999993218140023","7.9806688490886"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","Control","177.858156483757","-40.9290782418783","-0.0183266112013275","-0.00699300699300699","0.00381779816733645","0.572768221596877","10.7109505325928"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","Can_Cover","176.191406192243","-39.0957030961214","-0.0183266112013275","-0.00699300699300699","0.00381779816733645","0.572768221596877","10.3536758740726"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","NDVI","178.932484023892","-40.4662420119462","-0.0183266112013275","-0.00699300699300699","0.00381779816733645","0.572768221596877","10.7137676692625"
"Farmington","2020","AWY2","2020 AWY2 FMN","Alpha-Lattice","NDRE2","179.78958934172","-40.8947946708599","-0.0183266112013275","-0.00699300699300699","0.00381779816733645","0.572768221596877","10.7530500932786"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","Control","98.1881371696065","-1.09406858480326","-0.10987114097339","-0.00699300699300699","0.00382284193540316","0.951934820861625","11.1099023279225"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","Can_Cover","99.9777986296177","-0.988899314808847","-0.10987114097339","-0.00699300699300699","0.00382284193540316","0.951934820861625","9.87205703874144"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","NDVI","98.9152756724347","-0.457637836217337","-0.10987114097339","-0.00699300699300699","0.00382284193540316","0.951934820861625","9.65484263077581"
"Pullman","2020","AWY2","2020 AWY2 PUL","Alpha-Lattice","NDRE2","99.8336285612414","-0.916814280620684","-0.10987114097339","-0.00699300699300699","0.00382284193540316","0.951934820861625","10.1510911225521"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","Control","129.050677764548","-16.5253388822739","-0.168580280508092","-0.00699300699300699","0.00374574311023379","0.995857243268641","9.75322571958017"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","Can_Cover","93.2635772497325","2.36821137513373","-0.168580280508092","-0.00699300699300699","0.00374574311023379","0.995857243268641","7.07010297685251"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","NDVI","63.9531164848816","17.0234417575592","-0.168580280508092","-0.00699300699300699","0.00374574311023379","0.995857243268641","7.31688679727707"
"Walla_Walla","2020","AWY2","2020 AWY2 WAW","Alpha-Lattice","NDRE2","24.8705285459141","36.564735727043","-0.168580280508092","-0.00699300699300699","0.00374574311023379","0.995857243268641","4.45807900760785"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","Control","167.305433174568","-11.6527165872839","-0.174580336247065","-0.00465116279069767","0.00248265332514848","0.999675704490912","4.26050794189668"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","Can_Cover","166.380201844281","-10.1901009221403","-0.174580336247065","-0.00465116279069767","0.00248265332514848","0.999675704490912","4.1978277600831"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","NDVI","150.808193193179","-2.40409659658928","-0.174580336247065","-0.00465116279069767","0.00248265332514848","0.999675704490912","4.02336758133666"
"Pullman","2020","Prelim","2020 Hard Prel PUL","Alpha-Lattice","NDRE2","140.31010185786","2.84494907106995","-0.174580336247065","-0.00465116279069767","0.00248265332514848","0.999675704490912","3.88940587754057"
"Walla_Walla","2020","Prelim","2020 Hard Prel WAW","Alpha-Lattice","Control","138.357836250238","2.82108187488114","-0.10148167026831","-0.00465116279069767","0.00247466678844785","0.974202494072653","6.37454857062369"
"Walla_Walla","2020","Prelim","2020 Hard Prel WAW","Alpha-Lattice","Can_Cover","121.935844356702","12.0320778216488","-0.10148167026831","-0.00465116279069767","0.00247466678844785","0.974202494072653","6.14149467377942"
"Walla_Walla","2020","Prelim","2020 Hard Prel WAW","Alpha-Lattice","NDVI","91.7114049013072","27.1442975493464","-0.10148167026831","-0.00465116279069767","0.00247466678844785","0.974202494072653","5.69728905072535"
"Walla_Walla","2020","Prelim","2020 Hard Prel WAW","Alpha-Lattice","NDRE2","13.3384789892215","66.3307605053893","-0.10148167026831","-0.00465116279069767","0.00247466678844785","0.974202494072653","4.21486908220262"
"Lind","2020","Prelim","2020 Lind Hard Prel","Alpha-Lattice","Control","100.210422387851","3.89478880607471","-0.0950763834947956","-0.0062111801242236","0.00335090096763017","0.937626561142861","9.63676927566474"
"Lind","2020","Prelim","2020 Lind Hard Prel","Alpha-Lattice","Can_Cover","25.2782561869391","42.3608719065304","-0.0950763834947956","-0.0062111801242236","0.00335090096763017","0.937626561142861","11.7950176280615"
