"Location","Year","Trial","Experiment.Name","Design","Index","AIC","logLik","Moran I statistic","Expectation","Variance","p Value","CV"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","Control","142.356938883678","-23.1784694418389","-0.134150987961079","-0.00699300699300699","0.00379294325618348","0.980523963535233","12.7256261481502"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","Can_Cover","70.8759529621086","13.5620235189457","-0.134150987961079","-0.00699300699300699","0.00379294325618348","0.980523963535233","10.529665293608"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","NDVI","88.7416070513616","4.62919647431919","-0.134150987961079","-0.00699300699300699","0.00379294325618348","0.980523963535233","7.67283079695737"
"Lind","2020","AWY1","2020 AWY1 LND","Alpha-Lattice","NDRE2","67.0281183353701","15.485940832315","-0.134150987961079","-0.00699300699300699","0.00379294325618348","0.980523963535233","7.23196958129398"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","Control","157.175695983204","-30.5878479916018","-0.192165783656193","-0.00699300699300699","0.00380596695977068","0.998656926411597","8.69262276500063"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","Can_Cover","148.382968422746","-25.1914842113732","-0.192165783656193","-0.00699300699300699","0.00380596695977068","0.998656926411597","7.55003810095698"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","NDVI","152.452997250456","-27.2264986252281","-0.192165783656193","-0.00699300699300699","0.00380596695977068","0.998656926411597","7.81301244281928"
"Pullman","2020","AWY1","2020 AWY1 PUL","Alpha-Lattice","NDRE2","154.433347793681","-28.2166738968407","-0.192165783656193","-0.00699300699300699","0.00380596695977068","0.998656926411597","8.12412663415514"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","Control","167.271704033385","-35.6358520166925","-0.305531394963546","-0.00699300699300699","0.00377153940439017","0.999999416531714","7.64065741019214"
"Ritzville","2020","AWY1","2020 AWY1 RIT","Alpha-Lattice","Can_Cover","169.141847511883","-35.5709237559417","-0.305531394963546","-0.00699300699300699","0.00377153940439017","0.999999416531714","7.62530241381408"
