"Location","Year","Trial","Experiment.Name","Design","Index","AIC","logLik","Moran.I.statistic","Expectation","Variance","p.Value","CV","Model"
"Pullman",2020,"Prelim","2020 Hard Prel PUL","Alpha-Lattice","Control",172.068429129493,-14.0342145647466,-0.190177613156802,-0.00465116279069767,0.00248243566349418,0.99990181171317,4.21522702468546,"Block-Effect"
"Pullman",2020,"Prelim","2020 Hard Prel PUL","Alpha-Lattice","Can_Cover",170.690141737082,-12.3450708685412,-0.190177613156802,-0.00465116279069767,0.00248243566349418,0.99990181171317,4.15406951599834,"Block-Effect"
"Pullman",2020,"Prelim","2020 Hard Prel PUL","Alpha-Lattice","NDVI",156.520459812318,-5.26022990615897,-0.190177613156802,-0.00465116279069767,0.00248243566349418,0.99990181171317,3.9532740841108,"Block-Effect"
"Pullman",2020,"Prelim","2020 Hard Prel PUL","Alpha-Lattice","NDRE2",146.526412188411,-0.263206094205628,-0.190177613156802,-0.00465116279069767,0.00248243566349418,0.99990181171317,3.81751579325688,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 Hard Prel WAW","Alpha-Lattice","Control",177.725295998315,-16.8626479991574,-0.161159234548382,-0.00465116279069767,0.00247956238231981,0.99916397085538,6.14924362605302,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 Hard Prel WAW","Alpha-Lattice","Can_Cover",165.226217058978,-9.61310852948898,-0.161159234548382,-0.00465116279069767,0.00247956238231981,0.99916397085538,5.8518227242013,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 Hard Prel WAW","Alpha-Lattice","NDVI",142.361970251969,1.81901487401548,-0.161159234548382,-0.00465116279069767,0.00247956238231981,0.99916397085538,5.20842117044509,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 Hard Prel WAW","Alpha-Lattice","NDRE2",58.0903795678462,43.9548102160769,-0.161159234548382,-0.00465116279069767,0.00247956238231981,0.99916397085538,3.8653154563822,"Block-Effect"
"Lind",2020,"Prelim","2020 Lind Hard Prel","Alpha-Lattice","Control",118.45981167195,-5.22990583597522,-0.111332130758922,-0.0062111801242236,0.00335372785815224,0.965253695094293,9.67665583876578,"Block-Effect"
"Lind",2020,"Prelim","2020 Lind Hard Prel","Alpha-Lattice","Can_Cover",40.6946866512751,34.6526566743624,-0.111332130758922,-0.0062111801242236,0.00335372785815224,0.965253695094293,11.6416064683776,"Block-Effect"
"Lind",2020,"Prelim","2020 Lind Hard Prel","Alpha-Lattice","NDVI",43.2684559279801,33.36577203601,-0.111332130758922,-0.0062111801242236,0.00335372785815224,0.965253695094293,7.78336499140932,"Block-Effect"
"Lind",2020,"Prelim","2020 Lind Hard Prel","Alpha-Lattice","NDRE2",36.553933640497,36.7230331797515,-0.111332130758922,-0.0062111801242236,0.00335372785815224,0.965253695094293,7.76694592684994,"Block-Effect"
"Lind",2020,"Prelim","2020 LoRain Soft Prel LND","Alpha-Lattice","Control",193.926491222182,-30.9632456110911,-0.155622273236907,-0.0050761421319797,0.00272567214765011,0.998034118765349,14.7726007193478,"Block-Effect"
"Lind",2020,"Prelim","2020 LoRain Soft Prel LND","Alpha-Lattice","Can_Cover",61.3598181229573,36.3200909385214,-0.155622273236907,-0.0050761421319797,0.00272567214765011,0.998034118765349,12.7891473144627,"Block-Effect"
"Lind",2020,"Prelim","2020 LoRain Soft Prel LND","Alpha-Lattice","NDVI",47.4269335517625,43.2865332241187,-0.155622273236907,-0.0050761421319797,0.00272567214765011,0.998034118765349,7.22848845907141,"Block-Effect"
"Lind",2020,"Prelim","2020 LoRain Soft Prel LND","Alpha-Lattice","NDRE2",71.4221827066835,31.2889086466582,-0.155622273236907,-0.0050761421319797,0.00272567214765011,0.998034118765349,8.16444033337139,"Block-Effect"
"Pullman",2020,"Prelim","2020 PUL SWW Prel #2","Alpha-Lattice","Control",157.163101829845,-6.58155091492256,-0.156005271802192,-0.00465116279069767,0.00248935944771682,0.998791505823452,7.56499900757103,"Block-Effect"
"Pullman",2020,"Prelim","2020 PUL SWW Prel #2","Alpha-Lattice","Can_Cover",152.3260959546,-3.1630479772999,-0.156005271802192,-0.00465116279069767,0.00248935944771682,0.998791505823452,7.05996053762409,"Block-Effect"
"Pullman",2020,"Prelim","2020 PUL SWW Prel #2","Alpha-Lattice","NDVI",147.480884618962,-0.74044230948104,-0.156005271802192,-0.00465116279069767,0.00248935944771682,0.998791505823452,5.38064758210236,"Block-Effect"
"Pullman",2020,"Prelim","2020 PUL SWW Prel #2","Alpha-Lattice","NDRE2",136.798909092523,4.60054545373862,-0.156005271802192,-0.00465116279069767,0.00248935944771682,0.998791505823452,6.12627409038319,"Block-Effect"
"Pullman",2020,"Prelim","2020 SWW Prel PUL","Alpha-Lattice","Control",152.797874892666,-4.39893744633315,-0.168259053189989,-0.00465116279069767,0.00248898091774972,0.999479846684343,3.88770112522073,"Block-Effect"
"Pullman",2020,"Prelim","2020 SWW Prel PUL","Alpha-Lattice","Can_Cover",155.567840766354,-4.78392038317725,-0.168259053189989,-0.00465116279069767,0.00248898091774972,0.999479846684343,3.94991831730939,"Block-Effect"
"Pullman",2020,"Prelim","2020 SWW Prel PUL","Alpha-Lattice","NDVI",134.82924634364,5.58537682817993,-0.168259053189989,-0.00465116279069767,0.00248898091774972,0.999479846684343,3.10664952293274,"Block-Effect"
"Pullman",2020,"Prelim","2020 SWW Prel PUL","Alpha-Lattice","NDRE2",129.827779070483,8.08611046475858,-0.168259053189989,-0.00465116279069767,0.00248898091774972,0.999479846684343,3.41474138633893,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 SWW Prel WAW","Alpha-Lattice","Control",173.948546983232,-14.9742734916158,-0.0556125243586013,-0.00465116279069767,0.00246200097395895,0.847804504709527,7.11232858262384,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 SWW Prel WAW","Alpha-Lattice","Can_Cover",159.360313021876,-6.68015651093802,-0.0556125243586013,-0.00465116279069767,0.00246200097395895,0.847804504709527,6.78270143668099,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 SWW Prel WAW","Alpha-Lattice","NDVI",141.631239288142,2.18438035592899,-0.0556125243586013,-0.00465116279069767,0.00246200097395895,0.847804504709527,6.07921340170464,"Block-Effect"
"Walla_Walla",2020,"Prelim","2020 SWW Prel WAW","Alpha-Lattice","NDRE2",83.1851179814906,31.4074410092547,-0.0556125243586013,-0.00465116279069767,0.00246200097395895,0.847804504709527,4.67673781712281,"Block-Effect"
"Kahlotus",2021,"AHR1","2021 AHR1 KAH","Alpha-Lattice","Control",104.463953901046,-16.2319769505231,-0.0882505821689987,-0.00934579439252336,0.00515261646084402,0.86416660483368,10.6356936270594,"Block-Effect"
"Kahlotus",2021,"AHR1","2021 AHR1 KAH","Alpha-Lattice","Can_Cover",52.627370494159,10.6863147529205,-0.0882505821689987,-0.00934579439252336,0.00515261646084402,0.86416660483368,7.39119939004813,"Block-Effect"
"Kahlotus",2021,"AHR1","2021 AHR1 KAH","Alpha-Lattice","NDVI",75.0027877583909,-0.50139387919544,-0.0882505821689987,-0.00934579439252336,0.00515261646084402,0.86416660483368,8.49198360915938,"Block-Effect"
"Kahlotus",2021,"AHR1","2021 AHR1 KAH","Alpha-Lattice","NDRE2",74.9718561460033,-0.485928073001674,-0.0882505821689987,-0.00934579439252336,0.00515261646084402,0.86416660483368,8.48773754188021,"Block-Effect"
"Lind",2021,"AHR1","2021 AHR1 LND","Alpha-Lattice","Control",83.8000477059508,-5.90002385297542,-0.117152078338157,-0.00934579439252336,0.0051630326880399,0.933237695980165,7.09275056530135,"Block-Effect"
"Lind",2021,"AHR1","2021 AHR1 LND","Alpha-Lattice","Can_Cover",80.392368770164,-3.19618438508199,-0.117152078338157,-0.00934579439252336,0.0051630326880399,0.933237695980165,6.45045042048144,"Block-Effect"
"Lind",2021,"AHR1","2021 AHR1 LND","Alpha-Lattice","NDVI",79.5139714136762,-2.75698570683812,-0.117152078338157,-0.00934579439252336,0.0051630326880399,0.933237695980165,6.34352831435838,"Block-Effect"
"Lind",2021,"AHR1","2021 AHR1 LND","Alpha-Lattice","NDRE2",73.5226186428832,0.238690678558399,-0.117152078338157,-0.00934579439252336,0.0051630326880399,0.933237695980165,11.55819426294,"Block-Effect"
"Pullman",2021,"AHR2","2021 AHR2 PUL","Alpha-Lattice","Control",50.5151075360463,10.7424462319768,0.807356149131453,-0.00934579439252336,0.00518119472171039,3.87490119932495e-30,38.0361460464274,"Block-Effect"
"Pullman",2021,"AHR2","2021 AHR2 PUL","Alpha-Lattice","Can_Cover",29.330245894164,22.334877052918,0.807356149131453,-0.00934579439252336,0.00518119472171039,3.87490119932495e-30,29.0044643640789,"Block-Effect"
"Pullman",2021,"AHR2","2021 AHR2 PUL","Alpha-Lattice","NDVI",7.43808006486336,33.2809599675683,0.807356149131453,-0.00934579439252336,0.00518119472171039,3.87490119932495e-30,26.5737653073693,"Block-Effect"
"Pullman",2021,"AHR2","2021 AHR2 PUL","Alpha-Lattice","NDRE2",9.36850184934448,32.3157490753278,0.807356149131453,-0.00934579439252336,0.00518119472171039,3.87490119932495e-30,24.3608355395606,"Block-Effect"
"Davenport",2021,"AWY1","2021 AWY1 DVP","Alpha-Lattice","Control",163.816311061216,-33.908155530608,0.255061711525414,-0.00699300699300699,0.00380684067048045,1.08196677483666e-05,NA,"Block-Effect"
"Davenport",2021,"AWY1","2021 AWY1 DVP","Alpha-Lattice","Can_Cover",108.696111549199,-5.34805577459943,0.255061711525414,-0.00699300699300699,0.00380684067048045,1.08196677483666e-05,NA,"Block-Effect"
"Davenport",2021,"AWY1","2021 AWY1 DVP","Alpha-Lattice","NDVI",88.4556281221042,4.77218593894788,0.255061711525414,-0.00699300699300699,0.00380684067048045,1.08196677483666e-05,NA,"Block-Effect"
"Davenport",2021,"AWY1","2021 AWY1 DVP","Alpha-Lattice","NDRE2",84.1452522770306,6.92737386148471,0.255061711525414,-0.00699300699300699,0.00380684067048045,1.08196677483666e-05,NA,"Block-Effect"
"Harrington",2021,"AWY1","2021 AWY1 HRN","Alpha-Lattice","Control",166.339800856015,-35.1699004280076,-0.17836410476865,-0.00699300699300699,0.00379944061177781,0.997283820091834,8.20141300809037,"Block-Effect"
"Harrington",2021,"AWY1","2021 AWY1 HRN","Alpha-Lattice","Can_Cover",135.124178154004,-18.5620890770018,-0.17836410476865,-0.00699300699300699,0.00379944061177781,0.997283820091834,8.23900311204447,"Block-Effect"
"Harrington",2021,"AWY1","2021 AWY1 HRN","Alpha-Lattice","NDVI",131.343730514584,-16.6718652572922,-0.17836410476865,-0.00699300699300699,0.00379944061177781,0.997283820091834,7.30159385551313,"Block-Effect"
"Harrington",2021,"AWY1","2021 AWY1 HRN","Alpha-Lattice","NDRE2",146.254558634557,-24.1272793172783,-0.17836410476865,-0.00699300699300699,0.00379944061177781,0.997283820091834,7.28558223541887,"Block-Effect"
"Kahlotus",2021,"AWY1","2021 AWY1 KAH","Alpha-Lattice","Control",172.982071593367,-38.4910357966834,-0.159542973678116,-0.00699300699300699,0.00375766423582889,0.993587438658304,12.6984492411217,"Block-Effect"
"Kahlotus",2021,"AWY1","2021 AWY1 KAH","Alpha-Lattice","Can_Cover",145.128696496665,-23.5643482483324,-0.159542973678116,-0.00699300699300699,0.00375766423582889,0.993587438658304,14.4692184761175,"Block-Effect"
"Kahlotus",2021,"AWY1","2021 AWY1 KAH","Alpha-Lattice","NDVI",150.507960792863,-26.2539803964316,-0.159542973678116,-0.00699300699300699,0.00375766423582889,0.993587438658304,10.1246050945099,"Block-Effect"
"Kahlotus",2021,"AWY1","2021 AWY1 KAH","Alpha-Lattice","NDRE2",157.659176463812,-29.8295882319058,-0.159542973678116,-0.00699300699300699,0.00375766423582889,0.993587438658304,9.66454922856911,"Block-Effect"
"Lind",2021,"AWY1","2021 AWY1 LND","Alpha-Lattice","Control",146.207448734287,-25.1037243671433,-0.0956807871701351,-0.00699300699300699,0.00379095779988174,0.925125773973074,7.25089284577349,"Block-Effect"
"Lind",2021,"AWY1","2021 AWY1 LND","Alpha-Lattice","Can_Cover",133.937627909204,-17.9688139546019,-0.0956807871701351,-0.00699300699300699,0.00379095779988174,0.925125773973074,6.71529990732388,"Block-Effect"
"Lind",2021,"AWY1","2021 AWY1 LND","Alpha-Lattice","NDVI",118.601512723037,-10.3007563615186,-0.0956807871701351,-0.00699300699300699,0.00379095779988174,0.925125773973074,6.19092813092289,"Block-Effect"
"Lind",2021,"AWY1","2021 AWY1 LND","Alpha-Lattice","NDRE2",104.010329628742,-3.00516481437083,-0.0956807871701351,-0.00699300699300699,0.00379095779988174,0.925125773973074,9.98247951503957,"Block-Effect"
"Pullman",2021,"AWY1","2021 AWY1 PUL","Alpha-Lattice","Control",128.158274786378,-16.0791373931892,-0.131183174889571,-0.00699300699300699,0.00380101883431479,0.978014152493228,7.72876351722463,"Block-Effect"
"Pullman",2021,"AWY1","2021 AWY1 PUL","Alpha-Lattice","Can_Cover",100.356372072128,-1.17818603606399,-0.131183174889571,-0.00699300699300699,0.00380101883431479,0.978014152493228,8.25296118036495,"Block-Effect"
"Pullman",2021,"AWY1","2021 AWY1 PUL","Alpha-Lattice","NDVI",111.710327355338,-6.8551636776688,-0.131183174889571,-0.00699300699300699,0.00380101883431479,0.978014152493228,7.70593209151637,"Block-Effect"
"Pullman",2021,"AWY1","2021 AWY1 PUL","Alpha-Lattice","NDRE2",115.704839224786,-8.85241961239302,-0.131183174889571,-0.00699300699300699,0.00380101883431479,0.978014152493228,7.34971571266601,"Block-Effect"
"Ritzville",2021,"AWY1","2021 AWY1 RIT","Alpha-Lattice","Control",49.9485930012924,23.0257034993538,-0.375396605000934,-0.00699300699300699,0.00380260614484296,0.999999998844225,27.1407953538625,"Block-Effect"
"Ritzville",2021,"AWY1","2021 AWY1 RIT","Alpha-Lattice","Can_Cover",29.11199209032,34.44400395484,-0.375396605000934,-0.00699300699300699,0.00380260614484296,0.999999998844225,15.031992703157,"Block-Effect"
"Ritzville",2021,"AWY1","2021 AWY1 RIT","Alpha-Lattice","NDVI",41.9898327761985,28.0050836119008,-0.375396605000934,-0.00699300699300699,0.00380260614484296,0.999999998844225,15.4329721140131,"Block-Effect"
"Ritzville",2021,"AWY1","2021 AWY1 RIT","Alpha-Lattice","NDRE2",52.6248497672549,22.6875751163726,-0.375396605000934,-0.00699300699300699,0.00380260614484296,0.999999998844225,26.3037115214859,"Block-Effect"
"Davenport",2021,"AWY2","2021 AWY2 DVP","Alpha-Lattice","Control",157.119890569759,-30.5599452848795,-0.258658125002672,-0.00699300699300699,0.00380439737808104,0.99997750027542,24.6165590226398,"Block-Effect"
"Davenport",2021,"AWY2","2021 AWY2 DVP","Alpha-Lattice","Can_Cover",76.9946910823086,10.5026544588457,-0.258658125002672,-0.00699300699300699,0.00380439737808104,0.99997750027542,12.5349855434711,"Block-Effect"
"Davenport",2021,"AWY2","2021 AWY2 DVP","Alpha-Lattice","NDVI",45.6562893840975,26.1718553079513,-0.258658125002672,-0.00699300699300699,0.00380439737808104,0.99997750027542,7.83577591759185,"Block-Effect"
"Davenport",2021,"AWY2","2021 AWY2 DVP","Alpha-Lattice","NDRE2",48.8705791267715,24.5647104366142,-0.258658125002672,-0.00699300699300699,0.00380439737808104,0.99997750027542,15.5139210918595,"Block-Effect"
"Pullman",2021,"AWY2","2021 AWY2 PUL","Alpha-Lattice","Control",147.365082024791,-25.6825410123957,-0.160102088466603,-0.00699300699300699,0.00375700855662812,0.993753916041763,8.61642673105095,"Block-Effect"
"Pullman",2021,"AWY2","2021 AWY2 PUL","Alpha-Lattice","Can_Cover",121.138649083494,-11.5693245417469,-0.160102088466603,-0.00699300699300699,0.00375700855662812,0.993753916041763,9.48110661885118,"Block-Effect"
"Pullman",2021,"AWY2","2021 AWY2 PUL","Alpha-Lattice","NDVI",97.4423577337694,0.278821133115308,-0.160102088466603,-0.00699300699300699,0.00375700855662812,0.993753916041763,6.95053521807099,"Block-Effect"
"Pullman",2021,"AWY2","2021 AWY2 PUL","Alpha-Lattice","NDRE2",94.6050962539855,1.69745187300727,-0.160102088466603,-0.00699300699300699,0.00375700855662812,0.993753916041763,5.84358253547732,"Block-Effect"
"Walla_Walla",2021,"AWY2","2021 AWY2 WAW","Alpha-Lattice","Control",138.920833572116,-21.4604167860579,-0.204807835890629,-0.00699300699300699,0.00377748868879198,0.999355747496359,4.61978704916995,"Block-Effect"
"Walla_Walla",2021,"AWY2","2021 AWY2 WAW","Alpha-Lattice","Can_Cover",123.314755321824,-12.6573776609118,-0.204807835890629,-0.00699300699300699,0.00377748868879198,0.999355747496359,4.93423675357421,"Block-Effect"
"Walla_Walla",2021,"AWY2","2021 AWY2 WAW","Alpha-Lattice","NDVI",111.901414624467,-6.9507073122334,-0.204807835890629,-0.00699300699300699,0.00377748868879198,0.999355747496359,7.9581260574161,"Block-Effect"
"Walla_Walla",2021,"AWY2","2021 AWY2 WAW","Alpha-Lattice","NDRE2",122.592774524651,-12.2963872623254,-0.204807835890629,-0.00699300699300699,0.00377748868879198,0.999355747496359,7.60743725291298,"Block-Effect"
"Pullman",2021,"Prelim","2021 HRW HiRain Prel PUL","Alpha-Lattice","Control",9.7238492446196,25.1380753776902,-0.427406776674835,-0.0112359550561798,0.00633382315928594,0.999999914896335,40.6652133749227,"Block-Effect"
"Pullman",2021,"Prelim","2021 HRW HiRain Prel PUL","Alpha-Lattice","Can_Cover",-6.42353417532324,34.2117670876616,-0.427406776674835,-0.0112359550561798,0.00633382315928594,0.999999914896335,35.1660922058906,"Block-Effect"
"Pullman",2021,"Prelim","2021 HRW HiRain Prel PUL","Alpha-Lattice","NDVI",-8.66764291085275,35.3338214554264,-0.427406776674835,-0.0112359550561798,0.00633382315928594,0.999999914896335,31.8765285594588,"Block-Effect"
"Pullman",2021,"Prelim","2021 HRW HiRain Prel PUL","Alpha-Lattice","NDRE2",-8.27587299875805,35.137936499379,-0.427406776674835,-0.0112359550561798,0.00633382315928594,0.999999914896335,31.5417493221336,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 HRW HiRain Prel WAW","Alpha-Lattice","Control",78.3489694884892,-9.1744847442446,-0.265927226992803,-0.0112359550561798,0.00612769036832727,0.99943025943624,4.70165993602241,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 HRW HiRain Prel WAW","Alpha-Lattice","Can_Cover",55.8612729737933,3.06936351310337,-0.265927226992803,-0.0112359550561798,0.00612769036832727,0.99943025943624,3.83934396036758,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 HRW HiRain Prel WAW","Alpha-Lattice","NDVI",61.8763780968791,0.0618109515604708,-0.265927226992803,-0.0112359550561798,0.00612769036832727,0.99943025943624,8.48953354081404,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 HRW HiRain Prel WAW","Alpha-Lattice","NDRE2",45.6962290403883,8.15188547980586,-0.265927226992803,-0.0112359550561798,0.00612769036832727,0.99943025943624,7.52476920579743,"Block-Effect"
"Lind",2021,"Prelim","2021 Lind HRW Prel","Alpha-Lattice","Control",118.094216166189,-5.04710808309473,0.0458648532646596,-0.0062111801242236,0.00336229057756684,0.184568556547199,16.4527959916691,"Block-Effect"
"Lind",2021,"Prelim","2021 Lind HRW Prel","Alpha-Lattice","Can_Cover",100.670960760575,4.66451961971232,0.0458648532646596,-0.0062111801242236,0.00336229057756684,0.184568556547199,14.013235728556,"Block-Effect"
"Lind",2021,"Prelim","2021 Lind HRW Prel","Alpha-Lattice","NDVI",79.2126694159548,15.3936652920226,0.0458648532646596,-0.0062111801242236,0.00336229057756684,0.184568556547199,8.53701350730282,"Block-Effect"
"Lind",2021,"Prelim","2021 Lind HRW Prel","Alpha-Lattice","NDRE2",92.0804225978173,8.95978870109136,0.0458648532646596,-0.0062111801242236,0.00336229057756684,0.184568556547199,6.25655984536689,"Block-Effect"
"Pullman",2021,"Prelim","2021 SWW HiRain Prel PUL","Alpha-Lattice","Control",156.162985072771,-6.0814925363854,0.121799720064155,-0.00465116279069767,0.00248314922938207,0.0055810262218826,22.3738482124183,"Block-Effect"
"Pullman",2021,"Prelim","2021 SWW HiRain Prel PUL","Alpha-Lattice","Can_Cover",114.693421889924,15.6532890550381,0.121799720064155,-0.00465116279069767,0.00248314922938207,0.0055810262218826,17.4575512290446,"Block-Effect"
"Pullman",2021,"Prelim","2021 SWW HiRain Prel PUL","Alpha-Lattice","NDVI",121.658159935597,12.1709200322015,0.121799720064155,-0.00465116279069767,0.00248314922938207,0.0055810262218826,16.0312367499268,"Block-Effect"
"Pullman",2021,"Prelim","2021 SWW HiRain Prel PUL","Alpha-Lattice","NDRE2",128.786150498895,8.60692475055248,0.121799720064155,-0.00465116279069767,0.00248314922938207,0.0055810262218826,17.8835871461142,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 SWW HiRain Prel WAW","Alpha-Lattice","Control",193.084663941925,-24.5423319709625,-0.264246020891368,-0.00465116279069767,0.00245118588705852,0.999999921151921,7.09698312995082,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 SWW HiRain Prel WAW","Alpha-Lattice","Can_Cover",81.0834749143522,32.4582625428239,-0.264246020891368,-0.00465116279069767,0.00245118588705852,0.999999921151921,4.24864248919966,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 SWW HiRain Prel WAW","Alpha-Lattice","NDVI",68.1937218036755,38.9031390981623,-0.264246020891368,-0.00465116279069767,0.00245118588705852,0.999999921151921,8.80301805939033,"Block-Effect"
"Walla_Walla",2021,"Prelim","2021 SWW HiRain Prel WAW","Alpha-Lattice","NDRE2",74.1263356353177,35.9368321823412,-0.264246020891368,-0.00465116279069767,0.00245118588705852,0.999999921151921,10.0539464792916,"Block-Effect"
"Davenport",2021,"Prelim","2021 SWW LoRain Prel DVP","Alpha-Lattice","Control",230.999284419814,-43.4996422099069,-0.0844346272703931,-0.00465116279069767,0.00249110802447821,0.945035751994029,22.382326472676,"Block-Effect"
"Davenport",2021,"Prelim","2021 SWW LoRain Prel DVP","Alpha-Lattice","Can_Cover",150.349727013944,-2.17486350697203,-0.0844346272703931,-0.00465116279069767,0.00249110802447821,0.945035751994029,11.1535602754961,"Block-Effect"
"Davenport",2021,"Prelim","2021 SWW LoRain Prel DVP","Alpha-Lattice","NDVI",135.270644000391,5.36467799980431,-0.0844346272703931,-0.00465116279069767,0.00249110802447821,0.945035751994029,7.9791871140267,"Block-Effect"
"Davenport",2021,"Prelim","2021 SWW LoRain Prel DVP","Alpha-Lattice","NDRE2",114.306819785523,15.8465901072383,-0.0844346272703931,-0.00465116279069767,0.00249110802447821,0.945035751994029,7.83260903315968,"Block-Effect"
"Lind",2021,"Prelim","2021 SWW LoRain Prel LND","Alpha-Lattice","Control",249.935668295921,-52.9678341479607,-0.149740315746054,-0.00465116279069767,0.00248937253083109,0.998181086825875,8.67938465465463,"Block-Effect"
"Lind",2021,"Prelim","2021 SWW LoRain Prel LND","Alpha-Lattice","Can_Cover",175.911980630324,-14.9559903151621,-0.149740315746054,-0.00465116279069767,0.00248937253083109,0.998181086825875,11.1926070850912,"Block-Effect"
"Lind",2021,"Prelim","2021 SWW LoRain Prel LND","Alpha-Lattice","NDVI",151.609601095888,-2.80480054794387,-0.149740315746054,-0.00465116279069767,0.00248937253083109,0.998181086825875,9.74338876659221,"Block-Effect"
"Lind",2021,"Prelim","2021 SWW LoRain Prel LND","Alpha-Lattice","NDRE2",199.308427436238,-26.654213718119,-0.149740315746054,-0.00465116279069767,0.00248937253083109,0.998181086825875,7.59442861422309,"Block-Effect"
"Davenport",2022,"AWY1","2022 AWY1 DVP","Alpha-Lattice","Control",150.613473546765,-33.3067367733823,-0.141202485663478,-0.008,0.00438630557230091,0.977849696692676,13.0809869696848,"Block-Effect"
"Davenport",2022,"AWY1","2022 AWY1 DVP","Alpha-Lattice","Can_Cover",113.752338318861,-13.8761691594304,-0.141202485663478,-0.008,0.00438630557230091,0.977849696692676,15.5809548904574,"Block-Effect"
"Davenport",2022,"AWY1","2022 AWY1 DVP","Alpha-Lattice","NDVI",78.3745673313433,3.81271633432837,-0.141202485663478,-0.008,0.00438630557230091,0.977849696692676,14.3799460861784,"Block-Effect"
"Davenport",2022,"AWY1","2022 AWY1 DVP","Alpha-Lattice","NDRE2",94.183178608465,-4.0915893042325,-0.141202485663478,-0.008,0.00438630557230091,0.977849696692676,10.7074033435605,"Block-Effect"
"Harrington",2022,"AWY1","2022 AWY1 HRN","Alpha-Lattice","Control",103.293130217255,-9.64656510862725,-0.183242014950729,-0.008,0.00434249055361263,0.99608494390122,3.97780193582505,"Block-Effect"
"Harrington",2022,"AWY1","2022 AWY1 HRN","Alpha-Lattice","Can_Cover",78.9623765631193,3.51881171844035,-0.183242014950729,-0.008,0.00434249055361263,0.99608494390122,3.32814703283832,"Block-Effect"
"Harrington",2022,"AWY1","2022 AWY1 HRN","Alpha-Lattice","NDVI",60.4258489170835,12.7870755414583,-0.183242014950729,-0.008,0.00434249055361263,0.99608494390122,3.02765369817688,"Block-Effect"
"Harrington",2022,"AWY1","2022 AWY1 HRN","Alpha-Lattice","NDRE2",57.7910873582147,14.1044563208927,-0.183242014950729,-0.008,0.00434249055361263,0.99608494390122,2.92963492340417,"Block-Effect"
"Prescott",2022,"AWY1","2022 AWY1 PCT","Alpha-Lattice","Control",129.299943843359,-22.6499719216792,-0.119705967818101,-0.008,0.0043398060945198,0.955025757754203,14.2804095301107,"Block-Effect"
"Prescott",2022,"AWY1","2022 AWY1 PCT","Alpha-Lattice","Can_Cover",123.813387202174,-18.9066936010871,-0.119705967818101,-0.008,0.0043398060945198,0.955025757754203,13.6133306272836,"Block-Effect"
"Prescott",2022,"AWY1","2022 AWY1 PCT","Alpha-Lattice","NDVI",119.575994381498,-16.7879971907492,-0.119705967818101,-0.008,0.0043398060945198,0.955025757754203,13.2702281760207,"Block-Effect"
"Prescott",2022,"AWY1","2022 AWY1 PCT","Alpha-Lattice","NDRE2",115.371178596372,-14.6855892981861,-0.119705967818101,-0.008,0.0043398060945198,0.955025757754203,12.9383119373733,"Block-Effect"
"Pullman",2022,"AWY1","2022 AWY1 PUL","Alpha-Lattice","Control",125.449635358204,-20.7248176791018,-0.178448685218879,-0.008,0.00436923803126748,0.995040502610681,12.9655736750718,"Block-Effect"
"Pullman",2022,"AWY1","2022 AWY1 PUL","Alpha-Lattice","Can_Cover",124.350677669135,-19.1753388345676,-0.178448685218879,-0.008,0.00436923803126748,0.995040502610681,15.0127064777277,"Block-Effect"
"Pullman",2022,"AWY1","2022 AWY1 PUL","Alpha-Lattice","NDVI",119.393336436492,-16.6966682182461,-0.178448685218879,-0.008,0.00436923803126748,0.995040502610681,12.7405975864822,"Block-Effect"
"Pullman",2022,"AWY1","2022 AWY1 PUL","Alpha-Lattice","NDRE2",126.191245794458,-20.0956228972288,-0.178448685218879,-0.008,0.00436923803126748,0.995040502610681,13.4039855713174,"Block-Effect"
"Ritzville",2022,"AWY1","2022 AWY1 RIT","Alpha-Lattice","Control",143.414341615085,-29.7071708075426,-0.122345742304743,-0.008,0.00435806530757508,0.958372180549081,11.3077871426401,"Block-Effect"
"Ritzville",2022,"AWY1","2022 AWY1 RIT","Alpha-Lattice","Can_Cover",108.072683447101,-11.0363417235507,-0.122345742304743,-0.008,0.00435806530757508,0.958372180549081,15.6916605968627,"Block-Effect"
"Ritzville",2022,"AWY1","2022 AWY1 RIT","Alpha-Lattice","NDVI",118.012570161995,-16.0062850809977,-0.122345742304743,-0.008,0.00435806530757508,0.958372180549081,14.2735685700268,"Block-Effect"
"Ritzville",2022,"AWY1","2022 AWY1 RIT","Alpha-Lattice","NDRE2",119.966070307832,-16.9830351539158,-0.122345742304743,-0.008,0.00435806530757508,0.958372180549081,11.3835661689302,"Block-Effect"
